category,fiscal_month,amount
real_estate_tax,1,9.1
total_wage_earnings_net_profits,1,134.1
realty_transfer_tax,1,36.4
sales_tax,1,24.4
business_income_and_receipts_tax,1,266.4
beverage_tax,1,5.7
other_taxes,1,2.7
locally_generated_nontax,1,22.8
total_other_governments,1,14.4
total_pica_other_governments,1,53.0
interfund_transfers,1,0.0
total_current_revenue,1,568.9
collection_of_prior_year_revenue,1,-71.3
other_fund_balance_adjustments,1,0.0
total_cash_receipts,1,497.6
real_estate_tax,2,11.0
total_wage_earnings_net_profits,2,135.4
realty_transfer_tax,2,22.8
sales_tax,2,29.7
business_income_and_receipts_tax,2,26.8
beverage_tax,2,6.2
other_taxes,2,2.6
locally_generated_nontax,2,20.8
total_other_governments,2,45.2
total_pica_other_governments,2,37.8
interfund_transfers,2,0.0
total_current_revenue,2,338.2
collection_of_prior_year_revenue,2,17.7
other_fund_balance_adjustments,2,0.0
total_cash_receipts,2,356.0
real_estate_tax,3,8.5
total_wage_earnings_net_profits,3,120.8
realty_transfer_tax,3,24.6
sales_tax,3,12.5
business_income_and_receipts_tax,3,19.6
beverage_tax,3,5.6
other_taxes,3,4.2
locally_generated_nontax,3,28.5
total_other_governments,3,82.7
total_pica_other_governments,3,32.6
interfund_transfers,3,0.0
total_current_revenue,3,339.4
collection_of_prior_year_revenue,3,11.9
other_fund_balance_adjustments,3,0.0
total_cash_receipts,3,351.3
real_estate_tax,4,7.9
total_wage_earnings_net_profits,4,110.6
realty_transfer_tax,4,28.8
sales_tax,4,13.4
business_income_and_receipts_tax,4,34.6
beverage_tax,4,6.9
other_taxes,4,4.3
locally_generated_nontax,4,23.5
total_other_governments,4,13.2
total_pica_other_governments,4,23.2
interfund_transfers,4,0.0
total_current_revenue,4,266.4
collection_of_prior_year_revenue,4,1.8
other_fund_balance_adjustments,4,0.0
total_cash_receipts,4,268.2
real_estate_tax,5,5.3
total_wage_earnings_net_profits,5,134.8
realty_transfer_tax,5,26.2
sales_tax,5,15.2
business_income_and_receipts_tax,5,2.8
beverage_tax,5,5.3
other_taxes,5,4.9
locally_generated_nontax,5,34.7
total_other_governments,5,19.0
total_pica_other_governments,5,62.1
interfund_transfers,5,34.3
total_current_revenue,5,344.4
collection_of_prior_year_revenue,5,0.0
other_fund_balance_adjustments,5,0.0
total_cash_receipts,5,344.5
real_estate_tax,6,25.1
total_wage_earnings_net_profits,6,112.7
realty_transfer_tax,6,32.4
sales_tax,6,12.5
business_income_and_receipts_tax,6,21.8
beverage_tax,6,4.9
other_taxes,6,4.1
locally_generated_nontax,6,29.0
total_other_governments,6,12.6
total_pica_other_governments,6,30.5
interfund_transfers,6,0.0
total_current_revenue,6,285.4
collection_of_prior_year_revenue,6,0.0
other_fund_balance_adjustments,6,0.0
total_cash_receipts,6,285.4
real_estate_tax,7,41.8
total_wage_earnings_net_profits,7,138.5
realty_transfer_tax,7,27.2
sales_tax,7,14.2
business_income_and_receipts_tax,7,15.7
beverage_tax,7,5.1
other_taxes,7,3.9
locally_generated_nontax,7,23.2
total_other_governments,7,49.4
total_pica_other_governments,7,28.3
interfund_transfers,7,0.0
total_current_revenue,7,347.4
collection_of_prior_year_revenue,7,0.0
other_fund_balance_adjustments,7,0.0
total_cash_receipts,7,347.4
real_estate_tax,8,30.6
total_wage_earnings_net_profits,8,135.8
realty_transfer_tax,8,15.0
sales_tax,8,15.2
business_income_and_receipts_tax,8,5.1
beverage_tax,8,4.3
other_taxes,8,3.8
locally_generated_nontax,8,34.1
total_other_governments,8,15.8
