category,fiscal_month,amount
general,1,342.1
grants_revenue,1,-123.7
community_development,1,-4.1
vehicle_rental_tax,1,6.4
hospital_assessment_fund,1,11.2
housing_trust_fund,1,25.9
other_funds,1,8.7
total_operating_funds,1,266.5
capital_improvement,1,114.2
industrial_and_commercial_dev,1,5.1
total_capital_funds,1,119.3
total_fund_equity,1,385.8
general,2,401.0
grants_revenue,2,-63.2
community_development,2,-3.4
vehicle_rental_tax,2,7.0
hospital_assessment_fund,2,26.5
housing_trust_fund,2,26.8
other_funds,2,9.0
total_operating_funds,2,403.7
capital_improvement,2,114.6
industrial_and_commercial_dev,2,5.1
total_capital_funds,2,119.7
total_fund_equity,2,523.4
general,3,372.5
grants_revenue,3,-55.9
community_development,3,-4.7
vehicle_rental_tax,3,1.6
hospital_assessment_fund,3,34.0
housing_trust_fund,3,27.7
other_funds,3,7.8
total_operating_funds,3,383.1
capital_improvement,3,105.2
industrial_and_commercial_dev,3,5.4
total_capital_funds,3,110.7
total_fund_equity,3,493.7
general,4,482.9
grants_revenue,4,-116.6
community_development,4,-1.6
vehicle_rental_tax,4,2.1
hospital_assessment_fund,4,12.6
housing_trust_fund,4,28.7
other_funds,4,7.9
total_operating_funds,4,416.0
capital_improvement,4,98.5
industrial_and_commercial_dev,4,5.4
total_capital_funds,4,104.0
total_fund_equity,4,520.0
general,5,484.4
grants_revenue,5,-180.8
community_development,5,-4.4
vehicle_rental_tax,5,2.6
hospital_assessment_fund,5,12.5
housing_trust_fund,5,29.4
other_funds,5,7.9
total_operating_funds,5,351.6
capital_improvement,5,89.6
industrial_and_commercial_dev,5,5.4
total_capital_funds,5,95.0
total_fund_equity,5,446.7
general,6,440.0
grants_revenue,6,-271.3
community_development,6,-5.4
vehicle_rental_tax,6,3.0
hospital_assessment_fund,6,15.1
housing_trust_fund,6,30.1
other_funds,6,7.6
total_operating_funds,6,219.1
capital_improvement,6,78.6
industrial_and_commercial_dev,6,5.4
total_capital_funds,6,84.0
total_fund_equity,6,303.1
general,7,535.6
grants_revenue,7,-246.3
community_development,7,-5.3
vehicle_rental_tax,7,3.4
hospital_assessment_fund,7,14.3
housing_trust_fund,7,30.0
other_funds,7,7.5
total_operating_funds,7,339.0
capital_improvement,7,71.0
industrial_and_commercial_dev,7,5.4
total_capital_funds,7,76.4
total_fund_equity,7,415.5
general,8,804.9
grants_revenue,8,-299.3
community_development,8,-8.3
vehicle_rental_tax,8,3.7
hospital_assessment_fund,8,13.5
housing_trust_fund,8,30.3
other_funds,8,7.5
total_operating_funds,8,552.4
capital_improvement,8,61.5
industrial_and_commercial_dev,8,5.4
total_capital_funds,8,66.9
total_fund_equity,8,619.3
general,9,513.8
grants_revenue,9,-367.9
community_development,9,-2.2
vehicle_rental_tax,9,4.1
hospital_assessment_fund,9,20.0
housing_trust_fund,9,30.7
other_funds,9,7.0
total_operating_funds,9,205.5
capital_improvement,9,54.4
industrial_and_commercial_dev,9,9.6
total_capital_funds,9,64.0
total_fund_equity,9,269.6
general,10,736.4
grants_revenue,10,-353.6
community_development,10,2.6
vehicle_rental_tax,10,4.5
hospital_assessment_fund,10,13.7
housing_trust_fund,10,31.0
other_funds,10,7.2
total_operating_funds,10,441.7
capital_improvement,10,51.3
industrial_and_commercial_dev,10,9.6
total_capital_funds,10,60.9
total_fund_equity,10,502.6
general,11,634.6
grants_revenue,11,-310.4
community_development,11,5.4
vehicle_rental_tax,11,4.9
hospital_assessment_fund,11,41.3
housing_trust_fund,11,31.9
other_funds,11,7.1
total_operating_funds,11,414.7
capital_improvement,11,41.8
industrial_and_commercial_dev,11,9.6
total_capital_funds,11,51.4
total_fund_equity,11,466.2
general,12,533.9
grants_revenue,12,-246.2
community_development,12,-10.1
vehicle_rental_tax,12,5.4
hospital_assessment_fund,12,14.1
housing_trust_fund,12,31.0
other_funds,12,7.8
total_operating_funds,12,336.0
capital_improvement,12,30.3
industrial_and_commercial_dev,12,9.6
total_capital_funds,12,39.9
total_fund_equity,12,375.9
