category,fiscal_month,amount
general,1,441.2
grants_revenue,1,64.7
community_development,1,-15.9
vehicle_rental_tax,1,5.2
other_funds,1,8.2
total_operating_funds,1,503.4
capital_improvement,1,154.0
industrial_and_commercial_dev,1,4.7
total_capital_funds,1,158.7
total_fund_equity,1,662.1
general,2,289.7
grants_revenue,2,86.5
community_development,2,-5.3
vehicle_rental_tax,2,5.7
other_funds,2,10.1
total_operating_funds,2,386.7
capital_improvement,2,148.9
industrial_and_commercial_dev,2,4.7
total_capital_funds,2,153.6
total_fund_equity,2,540.3
general,3,204.3
grants_revenue,3,71.8
community_development,3,-4.7
vehicle_rental_tax,3,3.8
other_funds,3,8.8
total_operating_funds,3,284.0
capital_improvement,3,136.2
industrial_and_commercial_dev,3,4.1
total_capital_funds,3,140.3
total_fund_equity,3,424.3
general,4,270.0
grants_revenue,4,82.4
community_development,4,-8.8
vehicle_rental_tax,4,4.2
other_funds,4,11.4
total_operating_funds,4,359.2
capital_improvement,4,136.2
industrial_and_commercial_dev,4,4.1
total_capital_funds,4,140.3
total_fund_equity,4,499.5
general,5,183.3
grants_revenue,5,68.6
community_development,5,-6.2
vehicle_rental_tax,5,4.8
other_funds,5,15.8
total_operating_funds,5,266.3
capital_improvement,5,137.4
industrial_and_commercial_dev,5,4.1
total_capital_funds,5,141.5
total_fund_equity,5,407.8
general,6,94.0
grants_revenue,6,48.3
community_development,6,-4.6
vehicle_rental_tax,6,5.2
other_funds,6,11.0
total_operating_funds,6,153.9
capital_improvement,6,128.9
industrial_and_commercial_dev,6,4.1
total_capital_funds,6,133.0
total_fund_equity,6,286.9
general,7,60.7
grants_revenue,7,61.8
community_development,7,-7.4
vehicle_rental_tax,7,5.6
other_funds,7,11.8
total_operating_funds,7,132.5
capital_improvement,7,121.1
industrial_and_commercial_dev,7,5.0
total_capital_funds,7,126.1
total_fund_equity,7,258.6
general,8,270.6
grants_revenue,8,70.0
community_development,8,-7.0
vehicle_rental_tax,8,6.0
other_funds,8,9.0
total_operating_funds,8,348.6
capital_improvement,8,115.1
industrial_and_commercial_dev,8,5.0
total_capital_funds,8,120.1
total_fund_equity,8,468.7
general,9,345.7
grants_revenue,9,70.0
community_development,9,-7.0
vehicle_rental_tax,9,6.4
other_funds,9,9.0
total_operating_funds,9,424.1
capital_improvement,9,109.1
industrial_and_commercial_dev,9,5.0
total_capital_funds,9,114.1
total_fund_equity,9,538.2
general,10,471.8
grants_revenue,10,70.0
community_development,10,-7.0
vehicle_rental_tax,10,4.3
other_funds,10,9.0
total_operating_funds,10,548.1
capital_improvement,10,103.1
industrial_and_commercial_dev,10,5.0
total_capital_funds,10,108.1
total_fund_equity,10,656.2
general,11,397.3
grants_revenue,11,70.0
community_development,11,-7.0
vehicle_rental_tax,11,4.7
other_funds,11,9.0
total_operating_funds,11,474.0
capital_improvement,11,97.1
industrial_and_commercial_dev,11,5.0
total_capital_funds,11,102.1
total_fund_equity,11,576.1
general,12,311.0
grants_revenue,12,70.0
community_development,12,0.0
vehicle_rental_tax,12,5.1
other_funds,12,9.0
total_operating_funds,12,395.1
capital_improvement,12,91.1
industrial_and_commercial_dev,12,5.0
total_capital_funds,12,96.1
total_fund_equity,12,491.2
